ID,Name,Age,Department,Salary,Department_label_encoded,Name_label_encoded,Department_Finance,Department_HR,Department_IT,Department_Marketing,Department_Operations,Department_Sales,Age_standardized,Age_normalized,Salary_standardized,Salary_normalized
497,Charlie Martinez,45,IT,39866,2,24,False,False,True,False,False,False,0.15731231608180873,0.5476190476190477,-1.2878930658883223,0.1081599215327857
395,Diana Smith,49,Finance,73108,0,37,True,False,False,False,False,False,0.4794535776827823,0.6428571428571428,0.008794670961156983,0.4786722990670873
590,Diana Davis,41,Finance,76486,0,30,True,False,False,False,False,False,-0.16482894551916483,0.45238095238095244,0.14056204882884066,0.5163231868389082
918,Charlie Jones,58,HR,36971,1,23,False,True,False,False,False,False,1.2042714162849728,0.8571428571428572,-1.4008198151266125,0.07589250883313459
654,George Rodriguez,26,Marketing,103445,3,66,False,False,False,True,False,False,-1.3728586765228157,0.09523809523809534,1.1921655834454434,0.8168058047905127
562,Ethan Jones,30,Sales,60841,5,43,False,False,False,False,False,True,-1.0507174149218421,0.19047619047619047,-0.4697104872102094,0.34194540732732204
852,Diana Miller,58,Finance,87326,0,35,True,False,False,False,False,False,1.2042714162849728,0.8571428571428572,0.5634034863912122,0.6371448634068592
1474,Bob Garcia,23,Sales,103616,5,12,False,False,False,False,False,True,-1.6144646227235457,0.023809523809523836,1.1988358681154772,0.818711755592461
397,Fiona Brown,58,IT,64171,2,49,False,False,True,False,False,False,1.2042714162849728,0.8571428571428572,-0.339815469951658,0.3790612913652627
556,Diana Rodriguez,38,Operations,76804,4,36,False,False,False,False,True,False,-0.406434891719895,0.38095238095238093,0.15296643786434197,0.5198675865758646
35,Bob Rodriguez,28,Finance,111040,0,17,True,False,False,False,False,False,-1.211788045722329,0.1428571428571429,1.4884276423279355,0.9014589997659359
965,Fiona Rodriguez,59,Marketing,56819,3,56,False,False,False,True,False,False,1.284806731685216,0.8809523809523809,-0.6265987032504178,0.29711655279260807
438,George Williams,26,Operations,34798,4,68,False,False,False,False,True,False,-1.3728586765228157,0.09523809523809534,-1.4855831402025381,0.051672443963931836
706,Alice Brown,47,Marketing,105054,3,0,False,False,False,True,False,False,0.3183829468822955,0.5952380952380953,1.2549286713640648,0.8347395757866227
440,Diana Garcia,55,Marketing,59300,3,31,False,False,False,True,False,False,0.9626654700842426,0.7857142857142858,-0.5298210642658935,0.3247695582875423
238,Ethan Miller,51,IT,40756,2,45,False,False,True,False,False,False,0.6405242084832691,0.6904761904761905,-1.2531763795939947,0.11807978243181488
540,Bob Davis,37,IT,46905,2,11,False,False,True,False,False,False,-0.4869702071201384,0.3571428571428572,-1.0133191840616125,0.18661598992409634
927,Bob Miller,51,Sales,95794,5,16,False,False,False,False,False,True,0.6405242084832691,0.6904761904761905,0.8937191038522974,0.7315284387922292
498,Fiona Brown,56,HR,100067,1,49,False,True,False,False,False,False,1.043200785484486,0.8095238095238095,1.0603982055777599,0.7791549170186918
351,Hannah Williams,46,Marketing,47347,3,78,False,False,False,True,False,False,0.23784763148205212,0.5714285714285714,-0.9960778634525196,0.19154248264024343
80,Fiona Martinez,50,Marketing,107714,3,54,False,False,False,True,False,False,0.5599888930830257,0.6666666666666667,1.358688655120145,0.8643876993724853
942,John Brown,32,IT,85661,2,89,False,False,True,False,False,False,-0.8896467841213553,0.23809523809523814,0.4984559777619365,0.6185869213878888
470,George Williams,50,Finance,118789,0,68,True,False,False,False,False,False,0.5599888930830257,0.6666666666666667,1.7906968581647267,0.987828665054225
614,Diana Jones,62,Finance,79666,0,33,True,False,False,False,False,False,1.5264126778859464,0.9523809523809523,0.2646059391838537,0.5517671842084731
381,Diana Martinez,60,Operations,89474,4,34,False,False,False,False,True,False,1.3653420470854596,0.9047619047619047,0.6471916236498815,0.6610862804979993
456,Bob Martinez,45,HR,60911,1,15,False,True,False,False,False,False,0.15731231608180873,0.5476190476190477,-0.4669799613218915,0.3427256211058973
584,Charlie Williams,47,Finance,43057,0,28,True,False,False,False,False,False,0.3183829468822955,0.5952380952380953,-1.1634200928937164,0.14372652392469826
862,Alice Miller,52,Finance,48708,0,6,True,False,False,False,False,False,0.7210595238835125,0.7142857142857144,-0.9429886386810816,0.20671206767797234
647,Alice Rodriguez,34,Operations,53762,4,7,False,False,False,False,True,False,-0.7285761533208686,0.2857142857142858,-0.7458446695445293,0.2630435024911112
873,John Brown,23,Operations,48133,4,89,False,False,False,False,True,False,-1.6144646227235457,0.023809523809523836,-0.9654179584779786,0.20030316878253218
936,Fiona Martinez,56,IT,63380,2,54,False,False,True,False,False,False,1.043200785484486,0.8095238095238095,-0.37067041248965027,0.3702448756673614
225,Jane Garcia,28,IT,84253,2,81,False,False,True,False,False,False,-1.211788045722329,0.1428571428571429,0.44353339989405655,0.6028934785274023
200,Fiona Johnson,25,Marketing,70390,3,52,False,False,False,True,False,False,-1.453393991923059,0.07142857142857151,-0.09722774853095795,0.4483777126361195
